escuela,comuna,lon,lat,simce,costo,tipo
COMPLEJO EDUCACIONAL ALBERTO WIDMER,MAIP?,-70.7568063,-33.50196258,282,$50.001 a $100.000 ,P. Subv.
ESCUELA PART. PEHUEN,MAIP?,-70.75254187,-33.50347488,248,$50.001 a $100.000 ,P. Subv.
COLEGIO VICTORIANO,MAIP?,-70.77086786,-33.51164601,274,$50.001 a $100.000 ,P. Subv.
COL.PARTICULAR SAN VALENTIN DE MAIPU,MAIP?,-70.74096743,-33.50871525,291,$50.001 a $100.000 ,P. Subv.
COLEGIO SANTA MARIA DE MAIPU,MAIP?,-70.74115313,-33.47713153,293,$50.001 a $100.000 ,P. Subv.
COLEGIO INSTITUTO O?HIGGINS DE MAIPU,MAIP?,-70.75659717,-33.50652864,268,$50.001 a $100.000 ,P. Subv.
ESC. PART. ARTISTICA EL TRIGAL,MAIP?,-70.82600573,-33.51410977,272,$50.001 a $100.000 ,P. Subv.
COLEGIO SAN ANDRES DE MAIPU,MAIP?,-70.73827419,-33.49031123,284,$50.001 a $100.000 ,P. Subv.
COLEGIO OXFORD,MAIP?,-70.76276685,-33.50553919,262,$50.001 a $100.000 ,P. Subv.
COLEGIO LOS ALPES MAIPU,MAIP?,-70.78072822,-33.56516104,280,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. ALICANTE DEL ROSAL,MAIP?,-70.77985599,-33.49056849,293,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. ROYAL AMERICAN SCHOOL,MAIP?,-70.76140967,-33.50124791,281,$50.001 a $100.000 ,P. Subv.
COLEGIO DEL VALLE,MAIP?,-70.78511022,-33.55144488,299,$50.001 a $100.000 ,P. Subv.
COLEGIO INTERCULTURAL TREMEMN,MAIP?,-70.76244912,-33.50154875,289,$50.001 a $100.000 ,P. Subv.
COLEGIO SAINT LOUIS SCHOOL,MAIP?,-70.77921422,-33.56119693,277,$50.001 a $100.000 ,P. Subv.
LICEO SANTIAGO BUERAS Y AVARIA,MAIP?,-70.75135122,-33.5052863,249,Gratuito ,Munic.
LICEO JOSE IGNACIO ZENTENO,MAIP?,-70.76864679,-33.50354356,228,Gratuito ,Munic.
CENTRO DE EDUC. TECN.PROFESIONAL CODEDUC,MAIP?,-70.74687626,-33.50919116,225,Gratuito ,Munic.
ESCUELA GENERAL SAN MARTIN,MAIP?,-70.7616097,-33.51058767,233,Gratuito ,Munic.
ESCUELA GENERAL OHIGGINS,MAIP?,-70.76334107,-33.50943579,221,Gratuito ,Munic.
ESCUELA VICENTE REYES PALAZUELOS,MAIP?,-70.75024205,-33.51702536,231,Gratuito ,Munic.
ESCUELA B?SICA N 263 RAMON FREIRE,MAIP?,-70.77101738,-33.49837847,240,Gratuito ,Munic.
ESCUELA LEON HUMBERTO VALENZUELA,MAIP?,-70.76441958,-33.49733636,231,Gratuito ,Munic.
ESCUELA EL LLANO DE MAIPU,MAIP?,-70.74309258,-33.51644985,229,Gratuito ,Munic.
LICEO REINO DE DINAMARCA,MAIP?,-70.78259673,-33.50718521,220,Gratuito ,Munic.
ESCUELA TOMAS VARGAS,MAIP?,-70.77473641,-33.49970499,230,Gratuito ,Munic.
REPUBLICA DE GUATEMALA,MAIP?,-70.74923081,-33.49727222,263,Gratuito ,Munic.
ESCUELA LAS AMERICAS,MAIP?,-70.78188638,-33.54550347,259,Gratuito ,Munic.
ESCUELA BASICA REINA DE SUECIA,MAIP?,-70.75586741,-33.47411929,246,Gratuito ,Munic.
COLEGIO ALCAZAR,MAIP?,-70.79104428,-33.55716665,253,Gratuito ,Munic.
ESCUELA B?SICA MUNICIPAL SAN LUIS,MAIP?,-70.78438051,-33.51174965,211,Gratuito ,Munic.
ESCUELA BASICA LOS BOSQUINOS,MAIP?,-70.77345632,-33.5292841,280,Gratuito ,Munic.
COLEGIO MUNIC.  SAN SEBASTIAN DE RINCONADA,MAIP?,-70.79398223,-33.51222415,235,Gratuito ,Munic.
ESCUELA B?SICA 1737 LOS ALERCES DE MAIP?,MAIP?,-70.77757984,-33.53872983,238,Gratuito ,Munic.
ESC. PART. CHRIST SCHOOL,MAIP?,-70.76435706,-33.50910569,259,Gratuito ,P. Subv.
ESCUELA BASICA PARTICULAR EL REY,MAIP?,-70.76910402,-33.52653277,247,Gratuito ,P. Subv.
COLEGIO SAN JUAN DIEGO DE GUADALUPE,MAIP?,-70.79701488,-33.51154893,227,Gratuito ,P. Subv.
ESCUELA B?SICA PADRE ALVARO LAVIN,MAIP?,-70.76401166,-33.49845138,227,Gratuito ,P. Subv.
COLEGIO SAN LEONARDO,MAIP?,-70.75624222,-33.50014894,288,Más de $100.000 ,P. Pag.
COLEGIO INTERNACIONAL  ALBA,MAIP?,-70.74429582,-33.48091097,316,Más de $100.000 ,P. Pag.
ESCUELA PRESIDENTE RIESCO ERRAZURIZ,MAIP?,-70.75901051,-33.52471066,251,Sin información ,Munic.
ESCUELA MARIA PINTO,MAR?A PINTO,-71.12447328,-33.51378554,230,Gratuito ,Munic.
ESCUELA CHOROMBO ALTO,MAR?A PINTO,-71.25696173,-33.50376814,250,Gratuito ,Munic.
ESCUELA LOS RULOS,MAR?A PINTO,-71.09635324,-33.45832152,226,Gratuito ,Munic.
ESCUELA CHOROMBO BAJO,MAR?A PINTO,-71.22943617,-33.53852016,257,Gratuito ,Munic.
ESCUELA LAS MERCEDES,MAR?A PINTO,-71.18610421,-33.48695102,254,Gratuito ,Munic.
ESCUELA SANTA EMILIA,MAR?A PINTO,-71.10531387,-33.47055722,245,Gratuito ,Munic.
ESCUELA SANTA EMILIA,MAR?A PINTO,-71.10531387,-33.47055722,280,Sin información ,Munic.
COLEGIO NUESTRA SENORA DE LA MERCED,MELIPILLA,-71.18853439,-33.67797746,259,$1.000 a $10.000 ,P. Subv.
ESCUELA BAS. SAN ESTEBAN DE MELIPILLA,MELIPILLA,-71.20047976,-33.69049697,244,$1.000 a $10.000 ,P. Subv.
COLEGIO PARTICULAR MELIPILLA,MELIPILLA,-71.21911467,-33.67942458,273,$10.001 a $25.000 ,P. Subv.
COLEGIO POLIVALENTE SAN AGUSTIN,MELIPILLA,-71.21115553,-33.68701517,263,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA COLEGIO VILLA LOGRONO,MELIPILLA,-71.21888097,-33.68040259,248,$10.001 a $25.000 ,P. Subv.
COLEGIO JOSE M.BALMACEDA DE MELIPILLA,MELIPILLA,-71.22971073,-33.67836816,233,$10.001 a $25.000 ,P. Subv.
ESCUELA BAS. PART. O'HIGGINS,MELIPILLA,-71.21851537,-33.69051694,237,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA PARTICULAR SAN JOSE DE  MELIP?,MELIPILLA,-71.21703448,-33.68703602,269,$10.001 a $25.000 ,P. Subv.
ESCUELA BAS. SAN ESTEBAN DE MELIPILLA,MELIPILLA,-71.20047976,-33.69049697,236,$10.001 a $25.000 ,P. Subv.
COLEGIO PARTICULAR ALONSO DE ERCILLA,MELIPILLA,-71.22094454,-33.68683052,288,$25.001 a $50.000 ,P. Subv.
COLEGIO SAN MANUEL,MELIPILLA,-71.22385191,-33.68287395,253,$25.001 a $50.000 ,P. Subv.
COLEGIO PART.SAN SEBASTIAN DE MELIPILLA,MELIPILLA,-71.21162329,-33.68590675,265,$25.001 a $50.000 ,P. Subv.
COLEGIO PART. MANSO DE VELASCO MELIPILLA,MELIPILLA,-71.21051582,-33.69993864,283,$25.001 a $50.000 ,P. Subv.
COLEGIO SANTA MONICA DE MELIPILLA,MELIPILLA,-71.21690502,-33.68367509,287,$50.001 a $100.000 ,P. Pag.
ESCUELA IGNACIO SERRANO MONTANER,MELIPILLA,-71.21333212,-33.68188171,216,Gratuito ,Munic.
LICEO GABRIELA MISTRAL DE MELIPILLA,MELIPILLA,-71.21324188,-33.6825686,238,Gratuito ,Munic.
COLEGIO HUILCO ALTO,MELIPILLA,-71.22065023,-33.70305693,226,Gratuito ,Munic.
COLEGIO MONS. JAIME LARRAIN BUNSTER,MELIPILLA,-71.21896438,-33.69958874,273,Gratuito ,Munic.
ESCUELA SAN JOSE DE LA VILLA,MELIPILLA,-71.21851231,-33.58914093,238,Gratuito ,Munic.
ESCUELA GRAL. CAROL URZUA,MELIPILLA,-71.21842662,-33.70132962,215,Gratuito ,Munic.
ESCUELA REPUBLICA DEL BRASIL,MELIPILLA,-71.21789092,-33.69224134,230,Gratuito ,Munic.
COLEGIO POMAIRE,MELIPILLA,-71.148789,-33.64970379,237,Gratuito ,Munic.
LICEO POLIV. EL BOLLENAR,MELIPILLA,-71.21164671,-33.56792988,247,Gratuito ,Munic.
ESCUELA SANTA ROSA ESMERALDA,MELIPILLA,-71.26508696,-33.66363146,236,Gratuito ,Munic.
ESCUELA CLAUDIO ARRAU,MELIPILLA,-71.29180675,-33.76549455,267,Gratuito ,Munic.
ESCUELA PATRICIO LARRAIN GANDARILLAS,MELIPILLA,-70.98892126,-33.58191848,254,Gratuito ,Munic.
ESCUELA PEDRO MARIN ALEMANY,MELIPILLA,-71.26928525,-33.76420676,281,Gratuito ,Munic.
ESCUELA BASICA CARMEN BAJO,MELIPILLA,-71.16606257,-33.74214975,239,Gratuito ,Munic.
ESCUELA RAMON NOGUERA PRIETO,MELIPILLA,-71.13375394,-33.56684511,254,Gratuito ,Munic.
ESCUELA CHOLQUI,MELIPILLA,-71.12897321,-33.78475965,224,Gratuito ,Munic.
ESCUELA PUANGUE,MELIPILLA,-71.32217864,-33.6666921,233,Gratuito ,Munic.
ESCUELA LIDIA MATTE HURTADO,MELIPILLA,-71.05611024,-33.58033306,251,Gratuito ,Munic.
ESCUELA JOSE CAMARENA ESCRIVA,MELIPILLA,-71.38432627,-33.85504814,281,Gratuito ,Munic.
ESCUELA HUECHUN,MELIPILLA,-71.29497926,-33.70548476,222,Gratuito ,Munic.
ESCUELA RAQUEL FERNANDEZ DE MORANDE,MELIPILLA,-71.2706284,-33.81406524,270,Gratuito ,Munic.
ESCUELA PADRE ALBERTO HURTADO,MELIPILLA,-71.09046248,-33.77442673,218,Gratuito ,Munic.
ESCUELA BASICA EL PABELLON,MELIPILLA,-71.19013313,-33.74477259,241,Gratuito ,Munic.
COLEGIO LOS JAZMINES,MELIPILLA,-71.23089701,-33.68546094,220,Gratuito ,Munic.
ESC. BAS. NUESTRA SE?ORA Y MADRE DEL CARMEN,MELIPILLA,-71.21263609,-33.685023,249,Gratuito ,P. Subv.
CENTRO EDUCACIONAL MENESIANO,MELIPILLA,-71.23603659,-33.79750806,262,Gratuito ,P. Subv.
ESCUELA CENTRO BIBLICO LA FORESTA,MELIPILLA,-71.22631695,-33.67934006,231,Gratuito ,P. Subv.
ESC. BASICA JACQUELINE COLLEGE,MELIPILLA,-71.21028806,-33.68304529,214,Gratuito ,P. Subv.
ESC.BASICA PARTICULAR SAN PABLO APOSTOL,MELIPILLA,-71.212188,-33.672771,224,Gratuito ,P. Subv.
COLEGIO VALLE DE MALLARAUCO,MELIPILLA,-70.97526351,-33.60899118,243,Gratuito ,P. Subv.
COLEGIO MARAMBIO,MELIPILLA,-71.22149785,-33.68611726,297,Más de $100.000 ,P. Pag.
ESCUELA PARVULOS SANTA JULIA,MELIPILLA,-71.21725461,-33.66368764,0,Más de $100.000 ,P. Pag.
COLEGIO MAITENES,MELIPILLA,-71.22885335,-33.65851971,302,Más de $100.000 ,P. Pag.
CRISTOBAL COLON DE MELIPILLA,MELIPILLA,-71.22689631,-33.6553811,298,Más de $100.000 ,P. Pag.
ESCUELA PARTICULAR CARMEN ARRIARAN,ÑUÑOA,-70.60592311,-33.46353665,286,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR PRECIOSA SANGRE,ÑUÑOA,-70.60474802,-33.45815892,283,$10.001 a $25.000 ,P. Subv.
COLEGIO PARTICULAR NUMERO DOS DE NU?OA,ÑUÑOA,-70.57808442,-33.46871003,251,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR SAN JUAN BAUTISTA,ÑUÑOA,-70.59792849,-33.4670489,261,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR MANUEL ANTONIO MATTA,ÑUÑOA,-70.62515266,-33.45441201,278,$25.001 a $50.000 ,P. Subv.
COLEGIO PARTICULAR N 1 DE NUNOA,ÑUÑOA,-70.58902558,-33.47035586,250,$25.001 a $50.000 ,P. Subv.
COLEGIO SANTA MARGARITA DE ESCOCIA,ÑUÑOA,-70.62680441,-33.45068383,280,$25.001 a $50.000 ,P. Subv.
COLEGIO SANTA MARTA,ÑUÑOA,-70.57504441,-33.43865439,279,$25.001 a $50.000 ,P. Subv.
ESCUELA PART. ROSA JARAQUEMADA,ÑUÑOA,-70.62421519,-33.45202543,292,$25.001 a $50.000 ,P. Subv.
ESCUELA BASICA SPENDIX,ÑUÑOA,-70.62063602,-33.45336189,216,$50.001 a $100.000 ,P. Pag.
COLEGIO APOSTOL SAN PEDRO,ÑUÑOA,-70.6132233,-33.45393655,266,$50.001 a $100.000 ,P. Pag.
ESCUELA BAS. RENACIMIENTO N_ 1,ÑUÑOA,-70.6193104,-33.45960184,226,$50.001 a $100.000 ,P. Subv.
COLEGIO SANTO TOMAS ?U?OA,ÑUÑOA,-70.57428583,-33.45322872,292,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. NEW HEINRICH HIGH SCHOOL,ÑUÑOA,-70.59798377,-33.46771554,282,$50.001 a $100.000 ,P. Subv.
COLEGIO DIVINA PASTORA NUNOA,ÑUÑOA,-70.60557288,-33.45913123,287,$50.001 a $100.000 ,P. Subv.
ESCUELA BENJAMIN CLARO VELASCO,ÑUÑOA,-70.58121714,-33.46701072,261,Gratuito ,Munic.
LICEO LENKA FRANULIC,ÑUÑOA,-70.57214758,-33.44980182,270,Gratuito ,Munic.
ESC.PRESIDENTE EDUARDO FREI MONTALVA,ÑUÑOA,-70.58163301,-33.45851013,281,Gratuito ,Munic.
ESCUELA AURORA DE CHILE,ÑUÑOA,-70.60048137,-33.44553431,247,Gratuito ,Munic.
ESCUELA B?SICA JOS? TORIBIO MEDINA,ÑUÑOA,-70.59371747,-33.45684928,281,Gratuito ,Munic.
ESCUELA REPUBLICA DE FRANCIA,ÑUÑOA,-70.599897,-33.46760068,253,Gratuito ,Munic.
ESCUELA REPUBLICA DE COSTA RICA,ÑUÑOA,-70.59410605,-33.45633024,287,Gratuito ,Munic.
LICEO REPUBLICA DE SIRIA,ÑUÑOA,-70.57378876,-33.45548962,313,Gratuito ,Munic.
ESCUELA GUILLERMO ZANARTU IRIGOYEN,ÑUÑOA,-70.61801202,-33.46268501,267,Gratuito ,Munic.
ESCUELA JUAN MOYA MORALES,ÑUÑOA,-70.58842206,-33.46794668,268,Gratuito ,Munic.
COMPL.EDUCACIONAL BRIGIDA WALKER  ANEXO,ÑUÑOA,-70.6189549,-33.46710068,251,Gratuito ,Munic.
COLEGIO THE ANGEL'S SCHOOL,ÑUÑOA,-70.59487261,-33.44766277,291,Más de $100.000 ,P. Pag.
COLEGIO SUIZO DE SANTIAGO,ÑUÑOA,-70.60791691,-33.45672001,293,Más de $100.000 ,P. Pag.
COLEGIO AKROS,ÑUÑOA,-70.58901972,-33.45529531,308,Más de $100.000 ,P. Pag.
INSTITUTO PABLO NERUDA,ÑUÑOA,-70.59341566,-33.45917088,247,Más de $100.000 ,P. Pag.
COLEGIO ISABEL LA CATOLICA,ÑUÑOA,-70.60351292,-33.44775874,275,Más de $100.000 ,P. Pag.
COLEGIO SAN AGUSTIN,ÑUÑOA,-70.57777431,-33.45931685,303,Más de $100.000 ,P. Pag.
COLEGIO SAINT GASPAR COLLEGE,ÑUÑOA,-70.60451516,-33.46011891,318,Más de $100.000 ,P. Pag.
COLEGIO CALASANZ,ÑUÑOA,-70.58468266,-33.44990375,302,Más de $100.000 ,P. Pag.
COLEGIO MANUEL DE SALAS,ÑUÑOA,-70.59145607,-33.45556166,291,Más de $100.000 ,P. Pag.
COLEGIO VICTOR DOMINGO SILVA,ÑUÑOA,-70.57274021,-33.44568192,270,Más de $100.000 ,P. Pag.
COLEGIO UNIVERSITARIO EL SALVADOR,ÑUÑOA,-70.62154585,-33.44848913,305,Más de $100.000 ,P. Pag.
INSTITUTO SANTA MARIA,ÑUÑOA,-70.59543004,-33.4575397,290,Más de $100.000 ,P. Pag.
COLEGIO FRANCISCO ENCINA,ÑUÑOA,-70.59972363,-33.46343645,291,Más de $100.000 ,P. Pag.
ESCUELA BASICA IRARRAZAVAL,ÑUÑOA,-70.58301662,-33.4559042,252,Más de $100.000 ,P. Pag.
COLEGIO KENDAL ENGLISH SCHOOL,ÑUÑOA,-70.58973815,-33.45457365,313,Más de $100.000 ,P. Pag.
COLEGIO HENRY FAYOL,ÑUÑOA,-70.5924872,-33.44840589,237,Más de $100.000 ,P. Pag.
LA FONTAINE,ÑUÑOA,-70.58012005,-33.45339798,296,Más de $100.000 ,P. Pag.
COLEGIO LA CANTERA,ÑUÑOA,-70.60756838,-33.46115252,280,Más de $100.000 ,P. Pag.
COLEGIO TRIGAL,ÑUÑOA,-70.60350086,-33.45703875,243,Más de $100.000 ,P. Pag.
COLEGIO MAYA SCHOOL  ANEXO,ÑUÑOA,-70.57543124,-33.45707403,255,Sin información ,P. Pag.
CENTRO EDUCACIONAL ALBERTO HURTADO,QUINTA NORMAL,-70.69277789,-33.44761808,0,Sin información ,P. Subv.
COLEGIO ALBERTO HURTADO CRUCHAGA,PADRE HURTADO,-70.81205596,-33.57251568,246,$1.000 a $10.000 ,P. Subv.
ESCUELA BASICA PARTICULAR BRASILIA,PADRE HURTADO,-70.81041569,-33.56877025,256,$1.000 a $10.000 ,P. Subv.
COLEGIO POLIV. SAN CRISTOBAL APOSTOL,PADRE HURTADO,-70.7917198,-33.56223391,215,$1.000 a $10.000 ,P. Subv.
COMPLEJO EDUC.PART. LUIS PASTEUR,PADRE HURTADO,-70.78824202,-33.57118482,252,$10.001 a $25.000 ,P. Subv.
ESC. BAS.PART.FRANCISCO DE AGUIRRE,PADRE HURTADO,-70.81116082,-33.58020291,271,$10.001 a $25.000 ,P. Subv.
COLEGIO POLIV. PATRICIO MEKIS DE PADRE HURTAD,PADRE HURTADO,-70.81017775,-33.57440083,266,$10.001 a $25.000 ,P. Subv.
COLEGIO SANTA MARIA GORETTI DE PADRE HUR,PADRE HURTADO,-70.79833123,-33.56368006,233,$10.001 a $25.000 ,P. Subv.
COLEGIO CENTRO EDUCACIONAL ALTAIR,PADRE HURTADO,-70.79081619,-33.56229208,271,$25.001 a $50.000 ,P. Subv.
COLEGIO LOS ROBLES DEL CURATO,PADRE HURTADO,-70.87400853,-33.57991617,249,$25.001 a $50.000 ,P. Subv.
COLEGIO CASTELGANDOLFO,PADRE HURTADO,-70.79072988,-33.56280735,291,$50.001 a $100.000 ,P. Subv.
LICEO PAUL HARRIS,PADRE HURTADO,-70.7965965,-33.56313714,224,Gratuito ,Munic.
ESCUELA REPUBLICA ARGENTINA,PADRE HURTADO,-70.82107004,-33.57238334,222,Gratuito ,Munic.
ESCUELA CRISTAL CHILE,PADRE HURTADO,-70.81898755,-33.56195335,240,Gratuito ,Munic.
ESCUELA LA ESPERANZA,PADRE HURTADO,-70.86415669,-33.55413917,205,Gratuito ,Munic.
ESC.BASICA PART.BENJAMIN VERGARA,PADRE HURTADO,-70.81639839,-33.56742009,266,Gratuito ,P. Subv.
ESCUELA B?SICA Y ESPECIAL N?90 AMANECER,PADRE HURTADO,-70.81245136,-33.57700074,237,Gratuito ,P. Subv.
ESC.BAS.Y ESP.INTEGRAL STA. ROSA DE CHENA.,PADRE HURTADO,-70.79206957,-33.56195831,245,Gratuito ,P. Subv.
COLEGIO SANTA MARIA DE PAINE,PAINE,-70.74184852,-33.80611898,268,$1.000 a $10.000 ,P. Subv.
ESC. BASICA  JARDIN DEL ARCO IRIS,PAINE,-70.74067227,-33.81524337,253,$1.000 a $10.000 ,P. Subv.
COLEGIO MODERNO PAINE,PAINE,-70.72591856,-33.8057478,237,$1.000 a $10.000 ,P. Subv.
COLEGIO PART. MARIA ANA MOGAS,PAINE,-70.73766661,-33.80925299,278,$10.001 a $25.000 ,P. Subv.
COLEGIO ECOLOGICO PAINE,PAINE,-70.75310865,-33.86188625,262,$10.001 a $25.000 ,P. Subv.
COLEGIO LAS AMERICAS DE PAINE,PAINE,-70.74079431,-33.8212654,268,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA SAN PEDRO APOSTOL DE PAINE,PAINE,-70.73710167,-33.80802553,251,$10.001 a $25.000 ,P. Subv.
ESCUELA PART. NAHUEL,PAINE,-70.71394878,-33.80245195,309,$25.001 a $50.000 ,P. Subv.
ESCUELA ALEMANIA,PAINE,-70.74256075,-33.81194331,221,Gratuito ,Munic.
LICEO  MARIA CARVAJAL FUENZALIDA,PAINE,-70.61246155,-33.84890062,230,Gratuito ,Munic.
ESCUELA ELIAS SANCHEZ ORTUZAR,PAINE,-70.76756738,-33.85697257,235,Gratuito ,Munic.
ESCUELA  BARBARA KAST RIST,PAINE,-70.69471634,-33.80109455,233,Gratuito ,Munic.
ESCUELA CARMEN REVECO NUNEZ,PAINE,-70.88193193,-33.877182,268,Gratuito ,Munic.
COLEGIO  CHALLAY,PAINE,-70.7178691,-33.86991224,253,Gratuito ,Munic.
ESCUELA RICARDO SANCHEZ CERDA,PAINE,-70.83226405,-33.83962498,261,Gratuito ,Munic.
ESCUELA SENDERO DE CULITRIN,PAINE,-70.66417379,-33.87268719,244,Gratuito ,Munic.
ESCUELA  LAS COLONIAS,PAINE,-70.76572019,-33.82761098,246,Gratuito ,Munic.
ESCUELA FRANCISCO LETELIER VALDES,PAINE,-70.95799906,-33.84510382,263,Gratuito ,Munic.
ESCUELA  HUELQUEN,PAINE,-70.65743049,-33.90300523,226,Gratuito ,Munic.
ESCUELA  AGUILA SUR,PAINE,-70.75461579,-33.9054102,231,Gratuito ,Munic.
ESCUELA HUGO PINO VILCHEZ,PAINE,-70.64823815,-33.77469812,253,Gratuito ,Munic.
ESC. BASICA MUNICIPAL PAULA JARAQUEMADA ALQUI,PAINE,-70.73441018,-33.81008336,227,Gratuito ,Munic.
COLEGIO SAN FRANCISCO DE PAINE,PAINE,-70.74464852,-33.81229433,306,Más de $100.000 ,P. Pag.
ESCUELA DE HOSPITAL,PAINE,-70.74771056,-33.87334303,232,Sin información ,Munic.
ESCUELA RICARDO SANCHEZ CERDA,PAINE,-70.83226405,-33.83962498,240,Sin información ,Munic.
COLEGIO SAN FRANCISCO DE PAINE,PAINE,-70.74464852,-33.81229433,304,Sin información ,P. Pag.
ESCUELA PARTICULAR PIO DOCE,PEDRO AGUIRRE CERDA,-70.66749895,-33.47803638,264,$1.000 a $10.000 ,P. Subv.
ESCUELA BASICA PARTIC JACQUELINE KENNEDY,PEDRO AGUIRRE CERDA,-70.66946599,-33.47903797,266,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR DIVINA GABRIELA,PEDRO AGUIRRE CERDA,-70.67619897,-33.49894932,215,$1.000 a $10.000 ,P. Subv.
COLEGIO SAN SEBASTIAN,PEDRO AGUIRRE CERDA,-70.68540606,-33.49914904,263,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR JOSE A.ALFONSO,PEDRO AGUIRRE CERDA,-70.67724363,-33.50232599,287,$10.001 a $25.000 ,P. Subv.
ESC.BAS.PROFESORA AIDA RAMOS DIAZ,PEDRO AGUIRRE CERDA,-70.66943425,-33.50766201,240,$10.001 a $25.000 ,P. Subv.
COLEGIO PARTICULAR POBL. ALESSANDRI,PEDRO AGUIRRE CERDA,-70.66477967,-33.48214916,267,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR SAN CARLOS,PEDRO AGUIRRE CERDA,-70.67872644,-33.50162955,269,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR EL GRECO,PEDRO AGUIRRE CERDA,-70.66531382,-33.49712116,258,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR AMIGOS,PEDRO AGUIRRE CERDA,-70.66543115,-33.49537907,258,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR MARQUEZ DE OVANDO,PEDRO AGUIRRE CERDA,-70.66707462,-33.49295814,273,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR ROCIO DE LOS ANGELES,PEDRO AGUIRRE CERDA,-70.66109289,-33.47787893,264,$10.001 a $25.000 ,P. Subv.
COMPLEJO EDUC.PART.MONSENOR LUIS A.PEREZ,PEDRO AGUIRRE CERDA,-70.68912527,-33.5011004,272,$10.001 a $25.000 ,P. Subv.
COLEGIO GRACE SCHOOL,PEDRO AGUIRRE CERDA,-70.68685356,-33.50107725,272,$10.001 a $25.000 ,P. Subv.
EST. EDUC. PART. ARCANGEL GABRIEL N? 2,PEDRO AGUIRRE CERDA,-70.66637985,-33.49714289,244,$10.001 a $25.000 ,P. Subv.
CENTRO EDUCATIVO OCHAGAVIA,PEDRO AGUIRRE CERDA,-70.66935631,-33.50752779,230,Gratuito ,Munic.
ESCUELA POETAS DE CHILE,PEDRO AGUIRRE CERDA,-70.66000527,-33.48066209,233,Gratuito ,Munic.
ESCUELA LA VICTORIA,PEDRO AGUIRRE CERDA,-70.67976107,-33.48776367,245,Gratuito ,Munic.
LICEO MUNICIPAL ENRIQUE BACKAUSSE,PEDRO AGUIRRE CERDA,-70.67442299,-33.48274067,240,Gratuito ,Munic.
ESCUELA CENTRO EDUC. REP. MEXICANA,PEDRO AGUIRRE CERDA,-70.66425795,-33.48863122,241,Gratuito ,Munic.
ESCUELA BASICA RICARDO E. LATCHMAN,PEDRO AGUIRRE CERDA,-70.68182428,-33.49093712,229,Gratuito ,Munic.
ESCUELA BOROA,PEDRO AGUIRRE CERDA,-70.67414951,-33.50543402,261,Gratuito ,Munic.
LICEO POLIVALENTE EUGENIO PEREIRA SALAS,PEDRO AGUIRRE CERDA,-70.68258614,-33.49415526,227,Gratuito ,Munic.
ESCUELA LO VALLEDOR,PEDRO AGUIRRE CERDA,-70.68520506,-33.50432817,206,Gratuito ,Munic.
ESCUELA CIUDAD DE BARCELONA,PEDRO AGUIRRE CERDA,-70.68945502,-33.49701972,231,Gratuito ,Munic.
ESCUELA VILLA SUR,PEDRO AGUIRRE CERDA,-70.68170952,-33.50225642,212,Gratuito ,Munic.
COLEGIO PARQUE LAS AMERICAS,PEDRO AGUIRRE CERDA,-70.69314834,-33.50206452,244,Gratuito ,Munic.
ESC. BASICA MUNICIPAL RISOPATRON,PEDRO AGUIRRE CERDA,-70.68659742,-33.49064677,235,Gratuito ,Munic.
COLEGIO PART. ANTONIO ACEVEDO HERNANDEZ,PEDRO AGUIRRE CERDA,-70.67256112,-33.49113467,228,Gratuito ,P. Subv.
COLEGIO PARTICULAR PADRE FIDEL ABARCA,PEDRO AGUIRRE CERDA,-70.67693807,-33.48983099,245,Gratuito ,P. Subv.
ESCUELA PARTICULAR MIGUEL DAVILA,PEDRO AGUIRRE CERDA,-70.67684229,-33.50607395,221,Gratuito ,P. Subv.
ESCUELA PARTICULAR LA RONDA DE SN.MIGUEL,PEDRO AGUIRRE CERDA,-70.6691807,-33.49053095,247,Gratuito ,P. Subv.
ESCUELA PARTICULAR KAROL C.DE CRACOVIA,PEDRO AGUIRRE CERDA,-70.69318178,-33.50101796,250,Gratuito ,P. Subv.
COLEGIO POLIV. FRANCISCO DE VILLAGRA,PE?AFLOR,-70.86295027,-33.60425952,254,$1.000 a $10.000 ,P. Subv.
COLEGIO DE MIRAFLORES DE MALLOCO,PE?AFLOR,-70.86068281,-33.6010473,249,$1.000 a $10.000 ,P. Subv.
ESC. BAS. Y ESP. NUEVA INTEGRAL ALTAZOR,PE?AFLOR,-70.86724743,-33.60513254,256,$1.000 a $10.000 ,P. Subv.
